title,id,brand_normalized,ddr_type,capacity_gb,speed_mhz,price_usd,cluster,cluster_8
Kingston FURY Beast 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Memory (Desktop Memory) Model KF564C32BBEK2-64,296,Kingston,DDR5,64,6400,1049.0,0,4
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) DDR5 5600 Desktop Memory Model F5-5600J3636C16GX2-RS5K,297,G.SKILL,DDR5,32,5600,494.99,1,3
Team T-Force Delta RGB 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model TF4D416G3600HC18JDC01,299,Team,DDR4,16,3600,169.99,1,7
HyperX FURY 4GB DDR3 1600 (PC3 12800) Desktop Memory Model HX316C10F/4,300,Other,DDR3,4,1600,51.99,1,2
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 DRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMW16GX4M2D3000C16,301,CORSAIR,DDR4,16,3000,169.0,1,7
Kingston 16GB DDR4 SDRAM Memory Module - 16 GB - DDR4-2666/PC4-21300 DDR4 SDRAM - 2666 MHz - CL19 - 1.20 V - Non-ECC - Unbuffered - 288-pin - DIMM - KCP426ND8/16,302,Kingston,DDR4,16,2666,119.99,1,2
G.SKILL Flare X5 256GB (4 x 64GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3644D64GX4-FX5,305,G.SKILL,DDR5,256,6000,4999.99,0,6
Refurbished CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK32GX4M2D3600C18,306,Other,DDR4,32,3600,209.99,1,3
A-Tech Velocity 8GB DDR4 3200MHz (PC4-25600) CL22 XMP 2.0 UDIMM 1.2V Non-ECC DIMM 288-Pin Desktop PC Gaming Memory RAM Module - Black (AV8G4D32X),307,Other,DDR4,8,3200,77.99,1,2
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin PC RAM DDR4 2666 (PC4 21300) Desktop Memory Model CMK16GX4M2A2666C16W,309,CORSAIR,DDR4,16,2666,109.0,1,3
CORSAIR Vengeance LPX (AMD Ryzen Ready) 16GB (2 x 8GB) 288-Pin DDR4 2933 (PC4 23400) AMD Optimized Desktop Memory Model CMK16GX4M2Z2933C16,310,CORSAIR,DDR4,16,2933,297.33,1,3
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) DDR5 5600 Desktop Memory Model F5-5600J3636C16GX2-RS5W,312,G.SKILL,DDR5,32,5600,494.99,1,3
Kingston FURY Beast 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C36BWEK2-64,313,Kingston,DDR5,64,6000,979.99,0,4
CORSAIR Vengeance LPX 64GB (4 x 16GB) DDR4 2400 (PC4 19200) Desktop Memory Model CMK64GX4M4A2400C16,314,CORSAIR,DDR4,64,2400,389.0,1,6
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH32GX5M2E6000Z36W,315,CORSAIR,DDR5,32,6000,484.99,0,1
CORSAIR Vengeance RGB 96GB (2 x 48GB) 288-Pin PC RAM DDR5 6800 (PC5 54400) Desktop Memory Model CMH96GX5M2B6800C34,316,CORSAIR,DDR5,96,6800,1499.99,0,4
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 7800 (PCS-62400) desktop memory Model F5-7800J3646H16GX2-TZ5RK,317,G.SKILL,DDR5,32,7800,499.0,0,1
Team T-Force Delta RGB 32GB (2 x 16GB) DDR5 5200 (PC5 41600) Desktop Memory Model FF3D532G5200HC40CDC01,320,Team,DDR5,32,5200,429.99,0,1
Kingston FURY Beast 128GB (2 x 64GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C36BBEAK2-128,321,Kingston,DDR5,128,5600,2199.99,0,4
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 7200 (PC5 57600) Desktop Memory Model CMK32GX5M2X7200C34,324,CORSAIR,DDR5,32,7200,624.99,0,0
CORSAIR Dominator Platinum RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) XMP 3.0 AMD EXPO desktop memory Model CMT32GX5M2B5200Z40,326,CORSAIR,DDR5,32,5200,504.99,0,1
CORSAIR Dominator Platinum RGB 64GB (2 x 32GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMT64GX5M2B6000Z30,327,CORSAIR,DDR5,64,6000,1259.99,0,1
Patriot Viper Elite 5 32GB 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model PVER532G56C38W,328,Other,DDR5,32,5600,399.99,0,5
Used - Very Good G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR4 4000 (PC4 32000) Desktop Memory Model F4-4000C18D-32GTZR,329,Other,DDR4,32,4000,270.0,1,7
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5-8000 (PC5-64000) desktop memory Model F5-8000J3848H16GX2-TZ5RS,331,G.SKILL,DDR5,32,8000,679.99,0,1
CORSAIR Dominator Titanium 32GB (2 x 16GB) DDR5 6400 (PC5 51200) Desktop Memory Model CMP32GX5M2B6400C32W,332,CORSAIR,DDR5,32,6400,649.99,0,0
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3040F16GX2-RS5K,333,G.SKILL,DDR5,32,6000,599.99,0,0
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model CMH32GX5M2B5200C40,335,CORSAIR,DDR5,32,5200,476.99,0,1
OWC 16GB Replacement for Synology D4EU02-16G - DDR4 2666 PC4-21300 CL19 2Rx8 288-pin 1.2V ECC Unbuffered DIMM Memory RAM Module Upgrade,336,Other,DDR4,16,2666,157.86,1,2
Timetec Pinnacle Konduit RGB 8GB DDR4 3200MHz PC4-25600 CL16-18-18-38 1.35V Compatible for AMD and Intel Desktop Gaming PC Memory Module RAM - Black,337,Other,DDR4,8,3200,72.99,1,2
Kingston 16GB DDR4 SDRAM Memory Module - 16 GB - DDR4-3200/PC4-25600 DDR4 SDRAM - 3200 MHz - CL22 - 1.20 V - Non-ECC - Unbuffered - 288-pin - DIMM- KCP432NS8/16,338,Kingston,DDR4,16,3200,238.0,1,2
"KingBank Computer Desktop Memory Ram DDR5 16GB(2x8GB) 6000MHz CL36 1.35V with Heatsink for Desktop Computer High Performance Gaming, silver",339,Other,DDR5,16,6000,255.99,0,0
Timetec 16GB DDR4 3200MHz (PC4-3200AA) PC4-25600 UDIMM Desktop RAM  288-Pin 1.2V CL22 Non-ECC Unbuffered DIMM Memory Module Upgrade,340,Other,DDR4,16,3200,111.99,1,2
Kingston FURY Beast 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C30BWEAK2-64,341,Kingston,DDR5,64,6000,1099.99,0,4
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model CMH32GX5M2B5600Z40,342,CORSAIR,DDR5,32,5600,479.99,0,1
G.SKILL Ripjaws M5 RGB Series 96GB (2 x 48GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model F5-5600J4040D48GX2-RM5RW,343,G.SKILL,DDR5,96,5600,1299.99,0,4
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5600 Desktop Memory Model F5-5600J3636C16GX2-TZ5RK,344,G.SKILL,DDR5,32,5600,505.99,0,7
CORSAIR Dominator Platinum RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model CMT64GX5M2B5200C40,345,CORSAIR,DDR5,64,5200,969.99,0,1
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model CMH32GX5M2B6400C32W,346,CORSAIR,DDR5,32,6400,607.99,0,1
Kingston 16GB DDR5 SDRAM Memory Module - For Desktop PC - 16 GB - DDR5-5600/PC5-44800 DDR5 SDRAM - 5600 MHz Single-rank Memory - CL46 - 1.10 V - Non-ECC - Unbuffered - 288-pin - DIMM- KCP556US8-16,349,Kingston,DDR5,16,5600,299.01,0,5
Samsung 16GB (1x16GB) DDR5 5600MHz High-Performance Gaming RAM PC5-44800 UDIMM Unbuffered Non-ECC 1Rx8 CL46 1.1v For Gamers and Power Users Desktop PC Computer Memory Upgrade M323R2GA3DB0-CWM Adamanta,350,Other,DDR5,16,5600,249.99,0,5
