title,brand,source_url,ddr_type,capacity_gb,speed_mhz,cas_latency,num_sticks,form_factor,has_rgb,price_usd,scraped_at
Patriot Viper Venom RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model PVVR532G560C36K,Patriot,https://www.newegg.com/patriot-memory-viper-venom-rgb-32gb-ddr5-5600-cas-latency-cl36-desktop-memory-matte-black/p/N82E16820225309?Item=N82E16820225309,DDR5,32,5600,36,2,DIMM,True,379.99,2026-05-08T19:27:58.872905
Kingston FURY Beast 16GB DDR4 3200MHz DIMM Memory Module,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-16gb-ddr4-3200-cas-latency-cl16-memory-black/p/0RN-001J-00ZV8?Item=0RN-001J-00ZV8,DDR4,16,3200,-1,1,DIMM,False,159.99,2026-05-08T19:27:58.873246
"V-COLOR Manta XSky DDR5 32GB (2x16GB) 6400MHz CL32 1.4V SK Hynix IC Gaming Desktop Memory Module Black, for AMD EXPO TMXSAO1664832KKK",V-COLOR,https://www.newegg.com/v-color-32gb-2-x-16gb-ddr5-6400-pc5-51200-cas-latency-cl32-memory-desktop-memory/p/0RN-00MB-000V2?Item=0RN-00MB-000V2,DDR5,32,6400,32,2,DIMM,False,419.99,2026-05-08T19:27:58.873635
G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZNC,G.SKILL,https://www.newegg.com/g-skill-trident-z-neo-series-32gb-ddr4-3600-cas-latency-cl16-desktop-memory-black/p/N82E16820232861?Item=N82E16820232861,DDR4,32,3600,16,2,DIMM,True,339.99,2026-05-08T19:27:58.873973
Crucial Pro Overclocking 64GB (2 x 32GB) DDR5 6400 (PC5 51200) Desktop Memory Model CP2K32G64C40U5W,Crucial,https://www.newegg.com/crucial-pro-overclocking-64gb-ddr5-6400-cas-latency-cl40-desktop-memory-white/p/N82E16820156422?Item=N82E16820156422,DDR5,64,6400,40,2,DIMM,False,749.99,2026-05-08T19:27:58.874338
CORSAIR Vengeance RGB 96GB (2 x 48GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH96GX5M2E6000Z36,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-96gb-ddr5-6000-cas-latency-cl36-desktop-memory-gray/p/N82E16820982273?Item=N82E16820982273,DDR5,96,6000,-1,2,DIMM,True,1324.99,2026-05-08T19:27:58.874674
G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GVKC,G.SKILL,https://www.newegg.com/g-skill-ripjaws-v-series-32gb-ddr4-3600-cas-latency-cl16-desktop-memory-black/p/N82E16820232907?Item=N82E16820232907,DDR4,32,3600,16,2,DIMM,False,329.99,2026-05-08T19:27:58.875020
Kingston Kingston Fury 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C36BBEK2-16,Kingston,https://www.newegg.com/kingston-technology-corp-kingston-fury-16gb-ddr5-5600-cas-latency-cl36-memory-black/p/0RN-001J-014H8?Item=0RN-001J-014H8,DDR5,16,5600,36,2,DIMM,False,249.99,2026-05-08T19:27:58.875494
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZRC,G.SKILL,https://www.newegg.com/g-skill-tridentz-rgb-series-32gb-ddr4-3600-cas-latency-cl16-desktop-memory-black/p/N82E16820232906?Item=N82E16820232906,DDR4,32,3600,16,2,DIMM,True,339.99,2026-05-08T19:27:58.876227
Team T-CREATE EXPERT 96GB (2 x 48GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model CTCED596G6400HC32ADC01,Team,https://www.newegg.com/team-group-t-create-expert-96gb-ddr5-6400-cas-latency-cl32-desktop-memory-black/p/N82E16820985240?Item=N82E16820985240,DDR5,96,6400,32,2,DIMM,False,1399.99,2026-05-08T19:27:58.877123
CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model CMK32GX5M2B5200C40,CORSAIR,https://www.newegg.com/corsair-vengeance-32gb-ddr5-5200-cas-latency-cl40-desktop-memory-black/p/N82E16820236827?Item=N82E16820236827,DDR5,32,5200,40,2,DIMM,False,467.99,2026-05-08T19:27:58.878477
G.SKILL Trident Z5 Neo RGB Series 128GB (2 x 64GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3444F64GX2-TZ5NR,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-rgb-series-128gb-2-x-64gb-ddr5-6000-pc5-48000-cas-latency-cl34-desktop-memory-black/p/N82E16820374762?Item=N82E16820374762,DDR5,128,6000,-1,2,DIMM,True,2899.99,2026-05-08T19:27:58.879091
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin PC RAM DDR4 2666 (PC4 21300) Memory Kit Model CMK32GX4M2A2666C16,CORSAIR,https://www.newegg.com/corsair-vengeance-lpx-32gb-ddr4-2666-cas-latency-cl16-memory-kit-black/p/N82E16820233853?Item=N82E16820233853,DDR4,32,2666,16,2,DIMM,False,259.99,2026-05-08T19:27:58.879822
XPG LANCER RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model AX5U6000C3016G-DCLARBK,XPG,https://www.newegg.com/xpg-lancer-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820246061?Item=N82E16820246061,DDR5,32,6000,30,2,DIMM,True,409.99,2026-05-08T19:28:02.836242
Patriot Viper Venom RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model PVVR532G600C36K Compatible with AMD / Intel Gen14 Only,Patriot,https://www.newegg.com/patriot-memory-viper-venom-rgb-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-matte-black/p/N82E16820225310?Item=N82E16820225310,DDR5,32,6000,36,2,DIMM,True,389.99,2026-05-08T19:28:02.836591
G.SKILL Trident Z5 Neo RGB Series 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3040G32GX2-TZ5NR,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-rgb-series-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820374445?Item=9SIA1K6JSM1238,DDR5,64,6000,-1,2,DIMM,True,1045.78,2026-05-08T19:28:02.836943
Silicon Power 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model SP016GXLZU320BDAJ5,Silicon,https://www.newegg.com/silicon-power-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-black-gray/p/N82E16820301458?Item=9SIBDGPJ9V7164,DDR4,16,3200,-1,2,DIMM,False,117.79,2026-05-08T19:28:02.837311
G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-16GVK,G.SKILL,https://www.newegg.com/g-skill-ripjaws-v-series-16gb-ddr4-3600-cas-latency-cl18-desktop-memory-black/p/N82E16820232882?Item=N82E16820232882,DDR4,16,3600,18,2,DIMM,False,159.99,2026-05-08T19:28:02.837676
CORSAIR Dominator Titanium 64GB (2 x 32GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMP64GX5M2B6000Z30,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-gray/p/N82E16820982101?Item=N82E16820982101,DDR5,64,6000,-1,2,DIMM,False,1274.99,2026-05-08T19:28:02.838005
CORSAIR Vengeance 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model CMK16GX5M2B5200C40,CORSAIR,https://www.newegg.com/corsair-vengeance-16gb-ddr5-5200-cas-latency-cl40-desktop-memory-black/p/N82E16820236993?Item=N82E16820236993,DDR5,16,5200,40,2,DIMM,False,269.99,2026-05-08T19:28:02.838341
A-Tech 2GB DDR3 1333MHz DIMM PC3-10600 UDIMM Non-ECC 1.5V CL9 240-Pin Desktop Computer RAM Memory Upgrade Module,A-Tech,https://www.newegg.com/a-tech-2gb/p/0RN-005A-00TZ5?Item=9SIAMBVK7H7138,DDR3,2,1333,-1,1,DIMM,False,14.51,2026-05-08T19:28:02.838676
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMK64GX5M2D6000C40,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-2-x-32gb-ddr5-6400-pc5-51200-cas-latency-cl40-desktop-memory-black/p/N82E16820982281?Item=N82E16820982281,DDR5,64,6000,40,2,DIMM,False,1774.99,2026-05-08T19:28:02.839021
CORSAIR Vengeance RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model CMH64GX5M2N6400C32,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-64gb-ddr5-6400-cas-latency-cl32-desktop-memory-black/p/N82E16820982255?Item=N82E16820982255,DDR5,64,6400,32,2,DIMM,True,1225.99,2026-05-08T19:28:02.839355
CORSAIR Vengeance 64GB (2 x 32GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMK64GX5M2B6000Z30,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-gray/p/N82E16820982030?Item=N82E16820982030,DDR5,64,6000,-1,2,DIMM,False,1159.99,2026-05-08T19:28:02.839702
Patriot Viper 3 16GB (2 x 8GB) 240-Pin PC RAM DDR3 1866 (PC3 15000) Desktop Memory Model PV316G186C0K,Patriot,https://www.newegg.com/patriot-memory-viper-3-16gb-ddr3-1866-cas-latency-cl10-desktop-memory-black/p/N82E16820220694?Item=N82E16820220694,DDR3,16,1866,-1,2,DIMM,False,55.99,2026-05-08T19:28:02.840028
G.SKILL TridentZ RGB Series 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GTZR,G.SKILL,https://www.newegg.com/g-skill-tridentz-rgb-series-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-black/p/N82E16820232476?Item=9SIB0ASKNJ2025,DDR4,16,3200,16,2,DIMM,True,166.0,2026-05-08T19:28:02.840393
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model CMH64GX5M2D5600Z40,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-2-x-32gb-ddr5-5600-pc5-44800-cas-latency-cl40-desktop-memory-gray/p/N82E16820982303?Item=N82E16820982303,DDR5,64,5600,-1,2,DIMM,False,799.99,2026-05-08T19:28:02.840753
G.SKILL Flare X5 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3038F16GH2-FX5,G.SKILL,https://www.newegg.com/g-skill-flare-x5-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-black/p/N82E16820374783?Item=N82E16820374783,DDR5,32,6000,-1,2,DIMM,False,509.99,2026-05-08T19:28:02.841085
Team T-FORCE VULCAN Z 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model TLZGD432G3600HC18JDC01,Team,https://www.newegg.com/team-group-t-force-vulcan-z-32gb-ddr4-3600-cas-latency-cl18-desktop-memory-gray/p/N82E16820331544?Item=N82E16820331544,DDR4,32,3600,18,2,DIMM,False,289.99,2026-05-08T19:28:02.841439
V-COLOR DDR5 TUF GAMING ALLIANCE Manta XFinity 64GB (32GBx2) 6400MHz CL32 1.4V AMD EXPO SK Hynix Original IC RGB Gaming Desktop Upgrade RAM Memory Module Black (GTMXFAL3264832KWK),V-COLOR,https://www.newegg.com/v-color-tuf-gaming-alliance-64gb-2-x-32gb-ddr5-6400-pc5-51200-cas-latency-cl32-memory-desktop-memory-black/p/0RN-00MB-000U0?Item=0RN-00MB-000U0,DDR5,64,6400,32,1,DIMM,True,769.99,2026-05-08T19:28:02.841834
Kingston FURY Beast 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C36BBEK2-16,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-16gb-ddr5-6000-cas-latency-cl36-memory-black/p/0RN-001J-014J1?Item=0RN-001J-014J1,DDR5,16,6000,36,2,DIMM,False,269.99,2026-05-08T19:28:02.842167
Team T-CREATE CLASSIC 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CTCCD532G6000HC48DC01,Team,https://www.newegg.com/team-group-t-create-classic-32gb-ddr5-6000-cas-latency-cl48-desktop-memory-black/p/N82E16820985006?Item=N82E16820985006,DDR5,32,6000,48,2,DIMM,False,429.99,2026-05-08T19:28:02.842509
Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C30BBEK2-32,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr5-6000-cas-latency-cl30-memory-black/p/N82E16820242860?Item=N82E16820242860,DDR5,32,6000,30,2,DIMM,False,479.99,2026-05-08T19:28:02.842882
CORSAIR Vengeance RGB 16GB (2 x 8GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Custom Lab GBT Wood Desktop Memory Desktop Memory Model CMH16GX5M2E6000Z36WGWL,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-16gb-2-x-8gb-ddr5-6000-pc5-48000-cas-latency-cl36-desktop-memory/p/N82E16820982327?Item=N82E16820982327,DDR5,16,6000,-1,2,DIMM,True,259.99,2026-05-08T19:28:02.843267
CORSAIR Dominator Titanium 64GB (2 x 32GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMP64GX5M2B6000Z30W,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820982257?Item=N82E16820982257,DDR5,64,6000,-1,2,DIMM,False,1274.99,2026-05-08T19:28:02.843612
Team T-Force Delta RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model FF4D532G6000HC30DC01,Team,https://www.newegg.com/team-group-t-force-delta-rgb-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820331846?Item=N82E16820331846,DDR5,32,6000,30,2,DIMM,True,469.99,2026-05-08T19:28:02.843949
Team Group Vulcan alpha 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model FLARD532G6000HC38ADC01,Team,https://www.newegg.com/team-group-vulcan-alpha-32gb-ddr5-6000-cas-latency-cl38-desktop-memory-red/p/N82E16820331995?Item=N82E16820331995,DDR5,32,6000,38,2,DIMM,False,399.99,2026-05-08T19:28:02.844293
Timetec 4GB DDR3L / DDR3 1600MHz PC3L-12800 / PC3-12800 Non-ECC Unbuffered 1.35V / 1.5V CL11 2Rx8 Dual Rank 240 Pin UDIMM Desktop PC Computer Memory RAM Module Upgrade (4GB),Timetec,https://www.newegg.com/timetec-4gb-240-pin-ddr3-sdram/p/0RN-00A3-000K9?Item=9SIA56XA8D8055,DDR3,4,1600,11,1,DIMM,False,15.99,2026-05-08T19:28:02.844630
Used - Like New CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK32GX4M2D3600C18,Used,https://www.newegg.com/corsair-vengeance-lpx-32gb-ddr4-3600-cas-latency-cl18-desktop-memory-black/p/N82E16820236596?Item=9SIC4F4KT13350,DDR4,32,3600,18,2,DIMM,False,249.95,2026-05-08T19:28:02.844976
CORSAIR Dominator Titanium 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMP32GX5M2B6000C30W,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820982098?Item=N82E16820982098,DDR5,32,6000,30,2,DIMM,False,639.99,2026-05-08T19:28:02.845319
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F16GX2-TZ5RW,G.SKILL,https://www.newegg.com/g-skill-trident-z5-rgb-series-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-white/p/N82E16820374506?Item=N82E16820374506,DDR5,32,6000,-1,2,DIMM,True,509.99,2026-05-08T19:28:02.845663
"V-COLOR OLED XFinity+ DDR5 32GB (2x16GB) 6000MHz CL30 1.35V SK Hynix IC RGB Gaming Desktop Memory with Built-in Panel, White, for AMD EXPO (OTMXFAL1660830WWK)",V-COLOR,https://www.newegg.com/v-color-xfinity-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-memory-desktop-memory-black/p/0RN-00MB-000W0?Item=0RN-00MB-000W0,DDR5,32,6000,30,2,DIMM,True,429.99,2026-05-08T19:28:02.846007
Timetec Pinnacle Konduit 16GB DDR4 3200MHz PC4-25600 CL16-20-20-40 1.35V Dual Rank Compatible for AMD and Intel Desktop Gaming PC Memory Module - White,Timetec,https://www.newegg.com/p/0RN-00A3-001C2?Item=9SIA56XH921342,DDR4,16,3200,16,1,DIMM,False,117.99,2026-05-08T19:28:02.846381
Crucial 8GB 288-Pin PC RAM DDR4 2666 (PC4 21300) Desktop Memory Model CT8G4DFRA266,Crucial,https://www.newegg.com/crucial-8gb-ddr4-2666-cas-latency-cl19-desktop-memory/p/N82E16820156256?Item=9SIAM37K5S7148,DDR4,8,2666,-1,1,DIMM,False,64.75,2026-05-08T19:28:02.846726
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-32GTZR,G.SKILL,https://www.newegg.com/g-skill-tridentz-rgb-series-32gb-ddr4-3600-cas-latency-cl18-desktop-memory-black/p/N82E16820232920?Item=N82E16820232920,DDR4,32,3600,18,2,DIMM,True,319.99,2026-05-08T19:28:02.847321
Kingston FURY Beast 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Memory (Desktop Memory) Model KF432C16BBK2/16,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-16gb-ddr4-3200-cas-latency-cl16-memory-black/p/N82E16820242832?Item=N82E16820242832,DDR4,16,3200,16,2,DIMM,False,179.99,2026-05-08T19:28:02.847649
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW16GX4M2E3200C16,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-pro-32gb-2-x-16gb-ddr4-3200-pc4-25600-cas-latency-cl16-desktop-memory-white/p/N82E16820982329?Item=N82E16820982329,DDR4,16,3200,16,2,DIMM,True,169.99,2026-05-08T19:28:02.847969
G.SKILL Ripjaws V Series 64GB (4 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-64GVK,G.SKILL,https://www.newegg.com/g-skill-ripjaws-v-series-64gb-ddr4-3200-cas-latency-cl16-desktop-memory-black/p/N82E16820232092?Item=N82E16820232092,DDR4,64,3200,16,4,DIMM,False,579.99,2026-05-08T19:28:02.848307
XPG LANCER 16GB 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model AX5U6000C3016G-CLABK,XPG,https://www.newegg.com/xpg-lancer-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-desktop-memory-black/p/N82E16820246106?Item=N82E16820246106,DDR5,16,6000,30,1,DIMM,False,194.99,2026-05-08T19:28:07.423679
Team T-Force Delta RGB 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model TF4D416G3200HC16FDC01,Team,https://www.newegg.com/team-group-t-force-delta-rgb-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-white/p/N82E16820331859?Item=N82E16820331859,DDR4,16,3200,16,2,DIMM,True,157.99,2026-05-08T19:28:07.424056
Silicon Power Value Gaming DDR5 32GB (2x16GB) 6000MT/s (PC5-48000) 288-pin CL30 1.35V UDIMM Desktop RAM Computer Memory w/Heatsink SP032GXLWU60AFDJ,Silicon,https://www.newegg.com/silicon-power-32gb-ddr5-6000-cas-latency-cl30-memory-black/p/N82E16820301530?Item=9SIBDGPKF00164,DDR5,32,6000,30,2,DIMM,False,399.79,2026-05-08T19:28:07.424444
"V-COLOR Manta XSky DDR5 32GB (2x16GB) 6000MHz CL26 1.45V SK Hynix IC RGB Gaming Desktop Upgrade Memory Module Black, for AMD EXPO (TMXSAL1660826KWK)",V-COLOR,https://www.newegg.com/v-color-32gb-2-x-16gb-ddr5-6000-pc5-48000-cas-latency-cl30-memory-desktop-memory/p/0RN-00MB-000U1?Item=0RN-00MB-000U1,DDR5,32,6000,26,2,DIMM,True,449.99,2026-05-08T19:28:07.424839
CORSAIR Vengeance 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop memory Model CMK16GX5M2B5600Z40,CORSAIR,https://www.newegg.com/corsair-vengeance-16gb-2-x-8gb-ddr5-5600-pc5-44800-cas-latency-cl40-desktop-memory-gray/p/N82E16820982323?Item=N82E16820982323,DDR5,16,5600,-1,2,DIMM,False,279.99,2026-05-08T19:28:07.425161
CORSAIR Dominator Titanium 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CMP32GX5M2B6000Z30W,CORSAIR,https://www.newegg.com/corsair-dominator-titanium-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-white/p/N82E16820982258?Item=N82E16820982258,DDR5,32,6000,-1,2,DIMM,False,639.99,2026-05-08T19:28:07.425498
CORSAIR Vengeance RGB 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model CMH16GX5M2B5200Z40,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-16gb-2-x-8gb-ddr5-5200-pc5-41600-cas-latency-cl40-desktop-memory-gray/p/N82E16820982322?Item=N82E16820982322,DDR5,16,5200,-1,2,DIMM,True,277.99,2026-05-08T19:28:07.425880
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW16GX4M2E3200C16W,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-pro-32gb-2-x-16gb-ddr4-3200-pc4-25600-cas-latency-cl16-desktop-memory-white/p/N82E16820982330?Item=N82E16820982330,DDR4,16,3200,16,2,DIMM,True,169.99,2026-05-08T19:28:07.426234
CORSAIR Vengeance LPX 64GB (2 x 32GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK64GX4M2E3200C16,CORSAIR,https://www.newegg.com/corsair-vengeance-lpx-64gb-ddr4-3200-cas-latency-cl16-desktop-memory-black/p/N82E16820236586?Item=9SIC6MHKW06183,DDR4,64,3200,16,2,DIMM,False,622.0,2026-05-08T19:28:07.426583
G.SKILL Trident Z5 Neo Series AMD EXPO 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F16GX2-TZ5N,G.SKILL,https://www.newegg.com/g-skill-trident-z5-neo-series-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820374424?Item=N82E16820374424,DDR5,32,6000,-1,2,DIMM,False,489.99,2026-05-08T19:28:07.426943
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 5200 (PC5 41600) Desktop Memory Model CMK64GX5M2B5200C40W,CORSAIR,https://www.newegg.com/corsair-vengeance-64gb-ddr5-5200-cas-latency-cl40-desktop-memory-white/p/N82E16820236857?Item=N82E16820236857,DDR5,64,5200,40,2,DIMM,False,909.99,2026-05-08T19:28:07.427297
Crucial Pro Overclocking 32GB (2 x 16GB) DDR5 6400 (PC5 51200) Desktop Memory Model CP2K16G64C38U5W,Crucial,https://www.newegg.com/crucial-pro-overclocking-32gb-ddr5-6400-cas-latency-cl38-desktop-memory-white/p/N82E16820156415?Item=N82E16820156415,DDR5,32,6400,38,2,DIMM,False,399.99,2026-05-08T19:28:07.427640
CORSAIR Vengeance RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH64GX5M2D6000C40,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-64gb-2-x-32gb-ddr5-6400-pc5-51200-cas-latency-cl40-desktop-memory-black/p/N82E16820982282?Item=N82E16820982282,DDR5,64,6000,40,2,DIMM,True,919.99,2026-05-08T19:28:07.427982
G.SKILL Flare X5 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3038F16GX2-FX5,G.SKILL,https://www.newegg.com/g-skill-flare-x5-32gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820374457?Item=N82E16820374457,DDR5,32,6000,-1,2,DIMM,False,599.99,2026-05-08T19:28:07.428359
A-Tech 4GB DDR4 2400MHz DIMM PC4-19200 UDIMM Non-ECC Unbuffered 1.2V CL17 288-Pin Desktop Computer RAM Memory Upgrade Module,A-Tech,https://www.newegg.com/a-tech-4gb-288-pin-ddr4-sdram/p/0RN-005A-00SN6?Item=9SIAMBVF0N5816,DDR4,4,2400,17,1,DIMM,False,35.65,2026-05-08T19:28:07.428686
CORSAIR Vengeance RGB 96GB (2 x 48GB) 288-Pin PC RAM DDR5 7200 (PC5 57600) Desktop Memory Model CMH96GX5M2N7200C40,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-96gb-ddr5-7200-cas-latency-cl40-desktop-memory-black/p/N82E16820982256?Item=N82E16820982256,DDR5,96,7200,40,2,DIMM,True,1529.99,2026-05-08T19:28:07.429045
Kingston FURY Beast 64GB (2 x 32GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model KF432C16BB2AK2/64,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-64gb-ddr4-3200-cas-latency-cl16-desktop-memory-midnight-black/p/N82E16820242806?Item=N82E16820242806,DDR4,64,3200,16,2,DIMM,False,699.99,2026-05-08T19:28:07.429499
"Crucial 16GB 2666 MT/S 288-Pin DDR4 SDRAM UDIMM (PC4-21300) Memory Module, CL19, Unbuffered, Dual Ranked x8, Non-ECC, 1.2V",Crucial,https://www.newegg.com/crucial-16gb-ddr4-2666-cas-latency-cl19-memory/p/0RN-0010-006F0?Item=9SIB3T1KSA7846,DDR4,16,2666,19,1,DIMM,False,118.89,2026-05-08T19:28:07.429867
Kingston FURY Beast 16GB (2 x 8GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Memory (Desktop Memory) Model KF556C40BBAK2-16,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-16gb-ddr5-5600-cas-latency-cl40-memory-black/p/0RM-001W-00679?Item=0RM-001W-00679,DDR5,16,5600,40,2,DIMM,False,259.99,2026-05-08T19:28:07.430204
CORSAIR Vengeance 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model CMK64GX5M2B6400C42,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-64gb-2-x-32gb-ddr5-6400-pc5-51200-cas-latency-cl42-desktop-memory-black/p/N82E16820982295?Item=N82E16820982295,DDR5,64,6400,42,2,DIMM,False,919.99,2026-05-08T19:28:07.430533
